Title;Authors;DOI;Removed (Title);Removed (Abstract)
Mixed Blessing: Class-Wise Embedding guided Instance-Dependent Partial Label Learning;Yang, Fuchao and Cheng, Jianhong and Liu, Hui and Dong, Yongqiang and Jia, Yuheng and Hou, Junhui;10.1145/3690624.3709276;1;1
Mixture model label propagation;Chi, Mingmin and He, Xisheng and Yu, Shipeng;10.1145/1871437.1871755;1;1
MLFEF: Machine Learning Fusion Model with Empirical Formula to Explore the Momentum in Competitive Sports;Peng, Ruixin and Li, Ziqing;10.1145/3685088.3685177;1;1
MM '24: Proceedings of the 32nd ACM International Conference on Multimedia;;;1;1
Mobile phones assisting with health self-care: a diabetes case study;Preuveneers, Davy and Berbers, Yolande;10.1145/1409240.1409260;1;1
Mobiot: Augmenting Everyday Objects into Moving IoT Devices Using 3D Printed Attachments Generated by Demonstration;Arabi, Abul Al and Li, Jiahao and Chen, Xiang 'Anthony and Kim, Jeeeun;10.1145/3491102.3517645;1;1
MOBISYS '24: Proceedings of the 22nd Annual International Conference on Mobile Systems, Applications and Services;;;1;1
ModelGen: Automating Semiconductor Parameter Extraction with Large Language Model Agents;Wei, Yangbo and Huang, Li and Feng, Qi and Chen, Zhanfei and Yan, Jinlong and Lin, Ting-Jung and Huang, Zhen and Ren, Kun and Xing, Wei and He, Lei;10.1145/3736165;1;1
Modeling and simulation applied in modernization of energy production plants;Bustos, Jes\'{u;;1;1
Modeling Dynamic Pairwise Attention for Crime Classification over Legal Articles;Wang, Pengfei and Yang, Ze and Niu, Shuzi and Zhang, Yongfeng and Zhang, Lei and Niu, ShaoZhang;10.1145/3209978.3210057;1;1
Modeling emerging technologies using machine learning: challenges and opportunities;"Klemme, Florian and Prinz, Jannik and van Santen, Victor M. and Henkel, J\""{o";10.1145/3400302.3415770;1;1
Modeling Multi-modal Cross-interaction for Multi-label Few-shot Image Classification Based on Local Feature Selection;Yan, Kun and Bouraoui, Zied and Wei, Fangyun and Xu, Chang and Wang, Ping and Jameel, Shoaib and Schockaert, Steven;10.1145/3711867;1;1
Modelling erroneous operator behaviours for an air-traffic control task;Lindsay, Peter and Connelly, Simon;;1;1
ModsNet: Performance-Aware Top-k Model Search Using Exemplar Datasets;Wang, Mengying and Ma, Hanchao and Guan, Sheng and Bian, Yiyang and Che, Haolai and Daundkar, Abhishek and Sehirlioglu, Alp and Wu, Yinghui;10.14778/3685800.3685899;1;1
MoleRec: Combinatorial Drug Recommendation with Substructure-Aware Molecular Representation Learning;Yang, Nianzu and Zeng, Kaipeng and Wu, Qitian and Yan, Junchi;10.1145/3543507.3583872;1;1
Monotonic Cardinality Estimation of Similarity Selection: A Deep Learning Approach;Wang, Yaoshu and Xiao, Chuan and Qin, Jianbin and Cao, Xin and Sun, Yifang and Wang, Wei and Onizuka, Makoto;10.1145/3318464.3380570;1;1
Movement Analysis and Decomposition with the Continuous Wavelet Transform;Fran\c{c;10.1145/3537972.3537998;1;1
MSIE '24: Proceedings of the 2024 6th International Conference on Management Science and Industrial Engineering;;;1;1
MSR '24: Proceedings of the 21st International Conference on Mining Software Repositories;;;1;1
MULFE: Multi-Label Learning via Label-Specific Feature Space Ensemble;Lin, Yaojin and Hu, Qinghua and Liu, Jinghua and Zhu, Xingquan and Wu, Xindong;10.1145/3451392;1;1
Multi-class confidence weighted algorithms;Crammer, Koby and Dredze, Mark and Kulesza, Alex;;1;1
Multi-formalism modeling approach for semiconductor supply/demand networks;Godding, Gary W. and Sarjoughian, Hessam S. and Kempf, Karl G.;;1;1
Multi-Label Text Classification Model Based on Multi-Level Constraint Augmentation and Label Association Attention;Wei, Xiao and Huang, Jianbao and Zhao, Rui and Yu, Hang and Xu, Zheng;10.1145/3586008;1;1
Multi-label Triplet Embeddings for Image Annotation from User-Generated Tags;Seymour, Zachary and Zhang, Zhongfei (Mark);10.1145/3206025.3206061;1;1
Multi-modal gesture recognition challenge 2013: dataset and results;Escalera, Sergio and Gonz\`{a;10.1145/2522848.2532595;1;1
Multiple Knowledge Syncretic Transformer for Natural Dialogue Generation;Zhao, Xiangyu and Wang, Longbiao and He, Ruifang and Yang, Ting and Chang, Jinxin and Wang, Ruifang;10.1145/3366423.3380156;1;1
Myths and mythconceptions: what does it mean to be a programming language, anyhow?;Shaw, Mary;10.1145/3480947;1;1
NANOARCH '23: Proceedings of the 18th ACM International Symposium on Nanoscale Architectures;;;1;1
NANOCOM '23: Proceedings of the 10th ACM International Conference on Nanoscale Computing and Communication;;;1;1
National and sub-national approaches towards the creation of an interoperability framework – the case of Spain: Creation of an interoperability framework – Spain;Alvarez-Rodriguez, Miguel and Kalogirou, Victoira and Chiarelli, Federico and Crahay, Allegra and Custers, No\'{e;10.1145/3598469.3598513;1;1
Navigating Alignment for Non-identical Client Class Sets: A Label Name-Anchored Federated Learning Framework;Zhang, Jiayun and Zhang, Xiyuan and Zhang, Xinyang and Hong, Dezhi and Gupta, Rajesh K. and Shang, Jingbo;10.1145/3580305.3599443;1;1
Navigating Posit Arithmetic: A Comprehensive Survey of Principles, Hardware, and Applications;Mallas\'{e;10.1145/3772284;1;1
NewsThings: Exploring Interdisciplinary IoT News Media Opportunities via User-Centred Design;Mills, John and Lochrie, Mark and Metcalfe, Tom and Bennett, Peter;10.1145/3173225.3173267;1;1
NLBSE '24: Proceedings of the Third ACM/IEEE International Workshop on NL-based Software Engineering;;;1;1
No Query Left Behind: Query Refinement via Backtranslation;Rajaei, Delaram and Taheri, Zahra and Fani, Hossein;10.1145/3627673.3679729;1;1
Non Volatile Operators Emulation Platform;Nicolas, Alban and Marchand, C\'{e;10.1145/3611315.3633252;1;1
NordiCHI '22: Nordic Human-Computer Interaction Conference;;;1;1
NordiCHI '24 Adjunct: Adjunct Proceedings of the 2024 Nordic Conference on Human-Computer Interaction;;;1;1
NOSSDAV '23: Proceedings of the 33rd Workshop on Network and Operating System Support for Digital Audio and Video;;;1;1
Not Your Cup of Tea? How Interacting With a Robot Can Increase Perceived Self-efficacy in HRI and Evaluation;"Rosenthal-von der P\""{u";10.1145/2909824.3020251;1;1
Notable: On-the-fly Assistant for Data Storytelling in Computational Notebooks;Li, Haotian and Ying, Lu and Zhang, Haidong and Wu, Yingcai and Qu, Huamin and Wang, Yun;10.1145/3544548.3580965;1;1
Novel help for on-line help;Paris, C\'{e;10.1145/296336.296355;1;1
NSF support of high-performance computation;;;1;1
NSPW '22: Proceedings of the 2022 New Security Paradigms Workshop;;;1;1
Objective Portrait: A practice-based inquiry to explore Al as a reflective design partner;van der Burg, Vera and de Boer, Gijs and Akdag Salah, Alkim Almila and Chandrasegaran, Senthil and Lloyd, Peter;10.1145/3563657.3595974;1;1
Older adults' evaluations of speech output;Lines, Lorna and Hone, Kate S.;10.1145/638249.638280;1;1
On Lions, Impala, and Bigraphs: Modelling Interactions in Physical/Virtual Spaces;Benford, Steve and Calder, Muffy and Rodden, Tom and Sevegnani, Michele;10.1145/2882784;1;1
On soft error rate analysis of scaled CMOS designs: a statistical perspective;Peng, Huan-Kai and Wen, Charles H.-P. and Bhadra, Jayanta;10.1145/1687399.1687428;1;1
On the expressive power of query languages;"Sch\""{a";10.1145/174608.174611;1;1
On the memory requirements of XPath evaluation over XML streams;Bar-Yossef, Ziv and Fontoura, Marcus and Josifovski, Vanja;10.1145/1055558.1055584;1;1
On the science foundation of digital governance and transformation;Charalabidis, Yannis and Lachana, Zoi;10.1145/3428502.3428532;1;1
On the spectrum between binary relevance and classifier chains in multi-label classification;Burkhardt, Sophie and Kramer, Stefan;10.1145/2695664.2695854;1;1
On the use of regions for semantic image segmentation;Hu, Rui and Larlus, Diane and Csurka, Gabriela;10.1145/2425333.2425384;1;1
On tree-based techniques for query evaluation;Jakobsson, H\r{a;10.1145/137097.137914;1;1
On-device Online Learning and Semantic Management of TinyML Systems;Ren, Haoyu and Anicic, Darko and Li, Xue and Runkler, Thomas;10.1145/3665278;1;1
Online Dating Meets Artificial Intelligence: How the Perception of Algorithmically Generated Profile Text Impacts Attractiveness and Trust;Wu, Yihan and Kelly, Ryan M.;10.1145/3441000.3441074;1;1
Online Learning of Embedded Technology Course in the Post-Epidemic Era: A Case Study of Chinese Institute;Yan, Wenjing and Zhang, Wanlin and Liu, Lei;10.1145/3543321.3543342;1;1
OpenSym '22: Proceedings of the 18th International Symposium on Open Collaboration;;;1;1
Optimized flight safety event detection in the national general aviation flight information database;LaBella, Aidan P. and Karns, Joshua A. and Akhbardeh, Farhad and Desell, Travis and Walton, Andrew J. and Morgan, Zechariah and Wild, Brandon and Dusenbury, Mark;10.1145/3477314.3507115;1;1
Optimum Operating Points of Transistors with minimal Aging-Aware Sensitivity;Hellwege, Nico and Heidmann, Nils and Paul, Steffen and Peters-Drolshagen, Dagmar;10.1145/2800986.2801021;1;1
Oral History Interview with Stuart Card;Card, Stuart and Yost, Jeffrey R.;;1;1
OSSFP: Precise and Scalable C/C++ Third-Party Library Detection Using Fingerprinting Functions;Wu, Jiahui and Xu, Zhengzi and Tang, Wei and Zhang, Lyuye and Wu, Yueming and Liu, Chengyue and Sun, Kairan and Zhao, Lida and Liu, Yang;10.1109/ICSE48619.2023.00034;1;1
Overbound and right-linear queries;Mumick, Inderpal Singh and Pirahesh, Hamid;10.1145/113413.113425;1;1
Overlapping Graph Clustering in Attributed Networks via Generalized Cluster Potential Game;Li, Hui-Jia and Feng, Yuhao and Xia, Chengyi and Cao, Jie;10.1145/3597436;1;1
OzCHI '22: Proceedings of the 34th Australian Conference on Human-Computer Interaction;;;1;1
OzCHI '23: Proceedings of the 35th Australian Computer-Human Interaction Conference;;;1;1
OzCHI '24: Proceedings of the 36th Australasian Conference on Human-Computer Interaction;;;1;1
PaLM: scaling language modeling with pathways;Chowdhery, Aakanksha and Narang, Sharan and Devlin, Jacob and Bosma, Maarten and Mishra, Gaurav and Roberts, Adam and Barham, Paul and Chung, Hyung Won and Sutton, Charles and Gehrmann, Sebastian and Schuh, Parker and Shi, Kensen and Tsvyashchenko, Sashank and Maynez, Joshua and Rao, Abhishek and Barnes, Parker and Tay, Yi and Shazeer, Noam and Prabhakaran, Vinodkumar and Reif, Emily and Du, Nan and Hutchinson, Ben and Pope, Reiner and Bradbury, James and Austin, Jacob and Isard, Michael and Gur-Ari, Guy and Yin, Pengcheng and Duke, Toju and Levskaya, Anselm and Ghemawat, Sanjay and Dev, Sunipa and Michalewski, Henryk and Garcia, Xavier and Misra, Vedant and Robinson, Kevin and Fedus, Liam and Zhou, Denny and Ippolito, Daphne and Luan, David and Lim, Hyeontaek and Zoph, Barret and Spiridonov, Alexander and Sepassi, Ryan and Dohan, David and Agrawal, Shivani and Omernick, Mark and Dai, Andrew M. and Pillai, Thanumalayan Sankaranarayana and Pellat, Marie and Lewkowycz, Aitor and Moreira, Erica and Child, Rewon and Polozov, Oleksandr and Lee, Katherine and Zhou, Zongwei and Wang, Xuezhi and Saeta, Brennan and Diaz, Mark and Firat, Orhan and Catasta, Michele and Wei, Jason and Meier-Hellstern, Kathy and Eck, Douglas and Dean, Jeff and Petrov, Slav and Fiedel, Noah;;1;1
Panoptic Image Annotation with a Collaborative Assistant;Uijlings, Jasper R.R. and Andriluka, Mykhaylo and Ferrari, Vittorio;10.1145/3394171.3413812;1;1
PCBench: Benchmarking of Board-Level Hardware Attacks and Trojans;Zhu, Huifeng and Guo, Xiaolong and Jin, Yier and Zhang, Xuan;10.1145/3394885.3431596;1;1
PCI '23: Proceedings of the 27th Pan-Hellenic Conference on Progress in Computing and Informatics;;;1;1
PCI '24: Proceedings of the 28th Pan-Hellenic Conference on Progress in Computing and Informatics;;;1;1
PEARC '23: Practice and Experience in Advanced Research Computing 2023: Computing for the Common Good;;;1;1
PEARC '24: Practice and Experience in Advanced Research Computing 2024: Human Powered Computing;;;1;1
Performance analysis of a configured to order business with a variable product configuration recipe;Ghosh, Soumyadip and Ervolina, Tom and Lee, Young M. and Gupta, Barun;;1;1
Performance and Power Prediction for Concurrent Execution on GPUs;Moolchandani, Diksha and Kumar, Anshul and Sarangi, Smruti R.;10.1145/3522712;1;1
Persistence software: bridging object-oriented programming and relational databases;Keller, Arthur M. and Jensen, Richard and Agarwal, Shailesh;10.1145/170035.171541;1;1
Personal Attribute Prediction from Conversations;Liu, Yinan and Chen, Hu and Shen, Wei;10.1145/3487553.3524248;1;1
Personalized Context-Aware Point of Interest Recommendation;Aliannejadi, Mohammad and Crestani, Fabio;10.1145/3231933;1;1
PETRA '23: Proceedings of the 16th International Conference on PErvasive Technologies Related to Assistive Environments;;;1;1
Playing with AI Chat: Positioning “Dangerous” Language Model Futures through Interactive Fiction;Murray, John T. and Murray, Jack and Salter, Anastasia;10.1145/3615335.3623015;1;1
PLDI '16: Proceedings of the 37th ACM SIGPLAN Conference on Programming Language Design and Implementation;;;1;1
PNT-Edge: Towards Robust Edge Detection with Noisy Labels by Learning Pixel-level Noise Transitions;Xuan, Wenjie and Zhao, Shanshan and Yao, Yu and Liu, Juhua and Liu, Tongliang and Chen, Yixin and Du, Bo and Tao, Dacheng;10.1145/3581783.3612136;1;1
Predicting short-term interests using activity-based search context;White, Ryen W. and Bennett, Paul N. and Dumais, Susan T.;10.1145/1871437.1871565;1;1
Predicting User Performance and Learning in Human--Computer Interaction with the Herbal Compiler;Paik, Jaehyon and Kim, Jong W. and Ritter, Frank E. and Reitter, David;10.1145/2776891;1;1
Prediction of Online News Popularity using ANN Deep Learning;Rushee, Kawser Irom and Ajmain, Enan and Captain, Md. Moshavvir Hossain and Jubayer, Md. Talha and Islam, Wahidul;10.1145/3542954.3543013;1;1
Preventive Detection of Mosquito Populations using Embedded Machine Learning on Low Power IoT Platforms;Ravi, Prashant and Syam, Uma and Kapre, Nachiket;10.1145/3001913.3001917;1;1
PRISCA at ERR@HRI 2024: Multimodal Representation Learning for Detecting Interaction Ruptures in HRI;Pramanick, Pradip and Rossi, Silvia;10.1145/3678957.3688387;1;1
Privacy attacks in social media using photo tagging networks: a case study with Facebook;Pesce, Jo\~{a;10.1145/2185354.2185358;1;1
Probeable Problems for Beginner-level Programming-with-AI Contests;Pawagi, Mrigank and Kumar, Viraj;10.1145/3632620.3671108;1;1
Process Mining as Catalyst of Digital Twins for Production Systems: Challenges and Research Opportunities;Lugaresi, Giovanni;;1;1
Production scheduling validity in high level supply chain models;Parsons, David J. and Phelps, Richard A.;;1;1
PROMISE 2023: Proceedings of the 19th International Conference on Predictive Models and Data Analytics in Software Engineering;;;1;1
Prophets of Computing: Visions of Society Transformed by Computing;;;1;1
ProtoAI: Model-Informed Prototyping for AI-Powered Interfaces;Subramonyam, Hariharan and Seifert, Colleen and Adar, Eytan;10.1145/3397481.3450640;1;1
Prototype-driven learning for sequence models;Haghighi, Aria and Klein, Dan;10.3115/1220835.1220876;1;1
Pursue Your Career Ethically;;;1;1
Putting the 'smarts' into the smart grid: a grand challenge for artificial intelligence;Ramchurn, Sarvapali D. and Vytelingum, Perukrishnen and Rogers, Alex and Jennings, Nicholas R.;10.1145/2133806.2133825;1;1
